1,"25.5781",
2,"20.7277",
3,"19.8717",
4,"19.1012",
5,"19.4192",
6,"19.1684",
7,"19.3103",
8,"18.7931",
9,"18.8764",
10,"18.8181",
11,"18.7623",
12,"18.8342",
13,"18.2959",
14,"18.1798",
15,"18.0949",
16,"18.1563",
17,"18.059",
18,"18.1178",
19,"17.8681",
20,"17.6284",
21,"17.4576",
22,"17.3837",
23,"17.4245",
24,"17.3996",
25,"17.4115",
26,"17.2893",
27,"17.2835",
28,"16.8971",
29,"16.6493",
30,"16.6779",
31,"16.5766",
32,"16.6352",
33,"16.6821",
34,"16.7321",
35,"16.7795",
36,"16.8259",
37,"16.7406",
38,"16.7846",
39,"16.6424",
40,"16.684",
41,"16.5388",
42,"16.3185",
43,"16.3049",
44,"16.3269",
45,"16.2915",
46,"16.0195",
47,"16.0344",
48,"15.9607",
49,"15.9917",
50,"16.0292",
51,"16.0682",
52,"16.1084",
53,"16.096",
54,"16.1284",
55,"16.0065",
56,"16.0382",
57,"16.066",
58,"16.0941",
59,"16.1241",
60,"15.9632",
61,"15.9879",
62,"15.9537",
63,"15.9793",
64,"16.0042",
65,"16.0288",
66,"16.0528",
67,"16.0764",
68,"16.0995",
69,"16.1222",
70,"16.1444",
71,"16.1662",
72,"16.1875",
73,"16.2083",
74,"16.2287",
75,"16.2485",
76,"16.268",
77,"16.287",
78,"16.3056",
79,"16.3237",
80,"16.3414",
81,"16.3587",
82,"16.3756",
83,"16.392",
84,"16.4081",
85,"16.3262",
86,"16.3415",
87,"16.3565",
88,"16.2886",
89,"16.3029",
90,"16.3168",
91,"16.3303",
92,"16.3435",
93,"16.3563",
94,"16.3689",
95,"16.3811",
96,"16.393",
97,"16.4045",
98,"16.4158",
99,"16.4268",
100,"16.4375",
101,"16.4479",
102,"16.4581",
103,"16.468",
104,"16.4776",
105,"16.4869",
106,"16.4961",
107,"16.5049",
108,"16.5077",
109,"16.4425",
110,"16.4467",
111,"16.3096",
112,"16.3177",
113,"16.3256",
114,"16.3337",
115,"16.3415",
116,"16.3533",
117,"16.3172",
118,"16.2713",
119,"16.3621",
120,"16.2352",
121,"16.2594",
122,"16.2721",
123,"16.2708",
124,"16.2822",
125,"16.2904",
126,"16.301",
127,"16.3106",
128,"16.3207",
129,"16.3304",
130,"16.3399",
131,"16.349",
132,"16.358",
133,"16.3667",
134,"16.3751",
135,"16.3833",
136,"16.3912",
137,"16.3988",
138,"16.4062",
139,"16.4134",
140,"16.4202",
141,"16.4269",
142,"16.4333",
143,"16.4395",
144,"16.4456",
145,"16.4514",
146,"16.457",
147,"16.4624",
148,"16.4677",
149,"16.4728",
150,"16.4778",
151,"16.4825",
152,"16.488",
153,"16.3419",
154,"16.3402",
155,"16.3445",
156,"16.3481",
157,"16.3527",
158,"16.3567",
159,"16.3834",
160,"16.3763",
161,"16.3787",
162,"16.3922",
163,"16.4009",
164,"16.4106",
165,"16.4185",
166,"16.4263",
167,"16.4331",
168,"16.4562",
169,"16.4518",
170,"16.4575",
171,"16.4663",
172,"16.3681",
173,"16.387",
174,"16.4044",
175,"16.4189",
176,"16.4313",
177,"16.4423",
178,"16.4523",
179,"16.4614",
180,"16.4697",
181,"16.4775",
182,"16.4848",
183,"16.4916",
184,"16.498",
185,"16.5041",
186,"16.5097",
187,"16.5152",
188,"16.5203",
